Cliente,Producto,Product_Type,pred_ventas,Channel_Inv,Sell_in,periodo_predicho,inventario_negativo_flag,inventario_disponible,gap_demanda,gap_abs,cobertura_semanas,prioridad_despacho,recomendacion
CUSTOMER56,"INTERACTIVE E-BOARD,WM65B,65,UNITED STAT",INTERACTIVE E-BOARD,0.051220957,0.0,0.0,2025-09-01,0,0.0,0.051220957,0.051220957,0.0,0.051220957,Despachar / reabastecer
CUSTOMER56,"INTERACTIVE E-BOARD,WM55R,55,UNITED STAT",INTERACTIVE E-BOARD,0.051220957,0.0,0.0,2025-09-01,0,0.0,0.051220957,0.051220957,0.0,0.051220957,Despachar / reabastecer
CUSTOMER6,"AV RECEIVER,HW-S60A,COLOMBIA",AV RECEIVER,0.051202137,0.0,0.0,2025-09-01,0,0.0,0.051202137,0.051202137,0.0,0.051202137,Despachar / reabastecer
CUSTOMER56,"LCD MON,S32BM801UN,32,UNITED STATES,LT20",LCD MON,0.051177796,0.0,0.0,2025-09-01,0,0.0,0.051177796,0.051177796,0.0,0.051177796,Despachar / reabastecer
CUSTOMER57,"MOBILE,SM-A356E/DS,LIGHT VIOLET,LTC",MOBILE,0.051174045,0.0,0.0,2025-09-01,0,0.0,0.051174045,0.051174045,0.0,0.051174045,Despachar / reabastecer
CUSTOMER43,"MOBILE,SM-S721B/DS,BLACK,LTC",MOBILE,0.051150095,0.0,0.0,2025-09-01,0,0.0,0.051150095,0.051150095,0.0,0.051150095,Despachar / reabastecer
CUSTOMER6,"MON,S32A700NWN,32,UNITED STATES,LE10/S32",MON,0.051081125,0.0,0.0,2025-09-01,0,0.0,0.051081125,0.051081125,0.0,0.051081125,Despachar / reabastecer
CUSTOMER21,"OWM,SELACOL,CO,17",OWM,0.051072888,0.0,0.0,2025-09-01,0,0.0,0.051072888,0.051072888,0.0,0.051072888,Despachar / reabastecer
CUSTOMER21,"OWM,SELACOL,CO,13",OWM,0.051072888,0.0,0.0,2025-09-01,0,0.0,0.051072888,0.051072888,0.0,0.051072888,Despachar / reabastecer
CUSTOMER71,"OWM,SELACOL,CO,18",OWM,0.050995022,0.0,0.0,2025-09-01,0,0.0,0.050995022,0.050995022,0.0,0.050995022,Despachar / reabastecer
CUSTOMER57,"SIGNAGE_STANDALONE,QB43B,43,UNITED STATE",SIGNAGE_STANDALONE,0.050982527,0.0,0.0,2025-09-01,0,0.0,0.050982527,0.050982527,0.0,0.050982527,Despachar / reabastecer
CUSTOMER57,"SIGNAGE_STANDALONE,QM43B,43,UNITED STATE",SIGNAGE_STANDALONE,0.050982527,0.0,0.0,2025-09-01,0,0.0,0.050982527,0.050982527,0.0,0.050982527,Despachar / reabastecer
CUSTOMER5,"AV RECEIVER,HW-N300,COLOMBIA",AV RECEIVER,0.05096185,0.0,0.0,2025-09-01,0,0.0,0.05096185,0.05096185,0.0,0.05096185,Despachar / reabastecer
CUSTOMER94,"RTF,243.0,120V 60HZ",RTF,0.050928775,0.0,0.0,2025-09-01,0,0.0,0.050928775,0.050928775,0.0,0.050928775,Despachar / reabastecer
CUSTOMER27,"LED MON,C24RG50FQL,24,COLOMBIA,LW90/S24R",LED MON,0.05092367,0.0,0.0,2025-09-01,0,0.0,0.05092367,0.05092367,0.0,0.05092367,Despachar / reabastecer
CUSTOMER27,"LED MON,S24F350FHL,24,COLOMBIA,LR60/S24",LED MON,0.05092367,0.0,0.0,2025-09-01,0,0.0,0.05092367,0.05092367,0.0,0.05092367,Despachar / reabastecer
CUSTOMER56,"TABLET,SM-P613,BLUE,COO",TABLET,0.0508834,0.0,0.0,2025-09-01,0,0.0,0.0508834,0.0508834,0.0,0.0508834,Despachar / reabastecer
CUSTOMER56,"TABLET,SM-T733,BLACK,COO",TABLET,0.0508834,0.0,0.0,2025-09-01,0,0.0,0.0508834,0.0508834,0.0,0.0508834,Despachar / reabastecer
CUSTOMER43,"LED TV,UN55NU7100K,55,COLOMBIA,UWX80/U55",LED TV,0.05087311,0.0,0.0,2025-09-01,0,0.0,0.05087311,0.05087311,0.0,0.05087311,Despachar / reabastecer
CUSTOMER57,"TABLET,SM-T636B,BLACK,COO",TABLET,0.050865497,0.0,0.0,2025-09-01,0,0.0,0.050865497,0.050865497,0.0,0.050865497,Despachar / reabastecer
CUSTOMER56,"SIGNAGE_TOUCH,QM43B-T,43,UNITED STATES,F",SIGNAGE_TOUCH,0.050865497,0.0,0.0,2025-09-01,0,0.0,0.050865497,0.050865497,0.0,0.050865497,Despachar / reabastecer
CUSTOMER57,"LED TV(H),HG55BU800NF,55,UNITED STATES,H",LED TV(H),0.050836816,0.0,0.0,2025-09-01,0,0.0,0.050836816,0.050836816,0.0,0.050836816,Despachar / reabastecer
CUSTOMER6,"RTF,397.0,120V 60HZ",RTF,0.050822426,0.0,0.0,2025-09-01,0,0.0,0.050822426,0.050822426,0.0,0.050822426,Despachar / reabastecer
CUSTOMER44,"OWM,SELACOL,CO,20",OWM,0.05080144,0.0,0.0,2025-09-01,0,0.0,0.05080144,0.05080144,0.0,0.05080144,Despachar / reabastecer
CUSTOMER88,"MOBILE,SM-A042M/DS,BLACK,LTC",MOBILE,0.050799076,0.0,0.0,2025-09-01,0,0.0,0.050799076,0.050799076,0.0,0.050799076,Despachar / reabastecer
CUSTOMER71,"MOBILE,SM-A145M/DS,LIGHT GREEN ,LTC",MOBILE,0.050774526,0.0,0.0,2025-09-01,0,0.0,0.050774526,0.050774526,0.0,0.050774526,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-P200,BLACK,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-P200,GRAY,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-T290,BLACK,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-T113NU,EBONY BLACK,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-T280,BLACK,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-T505,SILVER,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-T290,SILVER,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-T500,GRAY,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-T500,GOLD,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER43,"TABLET,SM-T500,SILVER,COO",TABLET,0.05073561,0.0,0.0,2025-09-01,0,0.0,0.05073561,0.05073561,0.0,0.05073561,Despachar / reabastecer
CUSTOMER7,"OWM,SAMCOL,CO",OWM,0.050716113,0.0,0.0,2025-09-01,0,0.0,0.050716113,0.050716113,0.0,0.050716113,Despachar / reabastecer
CUSTOMER6,"MOBILE,SM-A256E/DSN,BLACK,LTC",MOBILE,0.05067499,0.0,0.0,2025-09-01,0,0.0,0.05067499,0.05067499,0.0,0.05067499,Despachar / reabastecer
CUSTOMER74,"TABLET,SM-T970,SILVER,COO",TABLET,0.0506469,0.0,0.0,2025-09-01,0,0.0,0.0506469,0.0506469,0.0,0.0506469,Despachar / reabastecer
CUSTOMER74,"TABLET,SM-T870,SILVER,COO",TABLET,0.0506469,0.0,0.0,2025-09-01,0,0.0,0.0506469,0.0506469,0.0,0.0506469,Despachar / reabastecer
CUSTOMER87,"TABLET,SM-X700,GRAY,COO",TABLET,0.050573558,0.0,0.0,2025-09-01,0,0.0,0.050573558,0.050573558,0.0,0.050573558,Despachar / reabastecer
CUSTOMER79,"QLED TV,QN50Q60DAK,50,COLOMBIA,QWK30/Q50",QLED TV,0.050541226,0.0,0.0,2025-09-01,0,0.0,0.050541226,0.050541226,0.0,0.050541226,Despachar / reabastecer
CUSTOMER35,"LED TV,UN85BU8000K,85,COLOMBIA,UNS10/U85",LED TV,0.05050574,0.0,0.0,2025-09-01,0,0.0,0.05050574,0.05050574,0.0,0.05050574,Despachar / reabastecer
CUSTOMER87,"TABLET,SM-X610,GRAY,COO",TABLET,0.05050516,0.0,0.0,2025-09-01,0,0.0,0.05050516,0.05050516,0.0,0.05050516,Despachar / reabastecer
CUSTOMER94,"FWM,SELACOL,CO,25",FWM,0.05045513,0.0,0.0,2025-09-01,0,0.0,0.05045513,0.05045513,0.0,0.05045513,Despachar / reabastecer
CUSTOMER87,"TABLET,SM-X800,GRAY,COO",TABLET,0.050453395,0.0,0.0,2025-09-01,0,0.0,0.050453395,0.050453395,0.0,0.050453395,Despachar / reabastecer
CUSTOMER35,"MWO(COMMON),1.3,120V,EBONY BLACK,TC",MWO(COMMON),0.050451662,0.0,0.0,2025-09-01,0,0.0,0.050451662,0.050451662,0.0,0.050451662,Despachar / reabastecer
CUSTOMER20,"TABLET,SM-X110,GRAY,COO",TABLET,0.050424907,0.0,0.0,2025-09-01,0,0.0,0.050424907,0.050424907,0.0,0.050424907,Despachar / reabastecer
CUSTOMER50,"MOBILE,SM-A556E/DS,BLACK,LTC",MOBILE,0.05040375,0.0,0.0,2025-09-01,0,0.0,0.05040375,0.05040375,0.0,0.05040375,Despachar / reabastecer
CUSTOMER88,"TABLET,SM-P610,GRAY,COO",TABLET,0.050382897,0.0,0.0,2025-09-01,0,0.0,0.050382897,0.050382897,0.0,0.050382897,Despachar / reabastecer
CUSTOMER73,"SIGNAGE_STANDALONE,QH55C,55,UNITED STATE",SIGNAGE_STANDALONE,0.050376352,0.0,0.0,2025-09-01,0,0.0,0.050376352,0.050376352,0.0,0.050376352,Despachar / reabastecer
CUSTOMER35,"MOBILE,SM-A225M/DS,LIGHT GREEN ,LTC",MOBILE,0.050342333,0.0,0.0,2025-09-01,0,0.0,0.050342333,0.050342333,0.0,0.050342333,Despachar / reabastecer
CUSTOMER56,"MOBILE,SM-A035M/DS,BLACK,LTC",MOBILE,0.050313838,0.0,0.0,2025-09-01,0,0.0,0.050313838,0.050313838,0.0,0.050313838,Despachar / reabastecer
CUSTOMER66,"QLED TV,QN65Q90TDK,65,COLOMBIA,QWH00/Q65",QLED TV,0.050309844,0.0,0.0,2025-09-01,0,0.0,0.050309844,0.050309844,0.0,0.050309844,Despachar / reabastecer
CUSTOMER57,"MOBILE,SM-A356E/DS,YELLOW,LTC",MOBILE,0.050258845,0.0,0.0,2025-09-01,0,0.0,0.050258845,0.050258845,0.0,0.050258845,Despachar / reabastecer
CUSTOMER35,"MON,U32J590UQN,32,UNITED STATES,LJ80/S32",MON,0.050236136,0.0,0.0,2025-09-01,0,0.0,0.050236136,0.050236136,0.0,0.050236136,Despachar / reabastecer
CUSTOMER39,"INTERACTIVE E-BOARD,WA65D,65,UNITED STAT",INTERACTIVE E-BOARD,0.05022919,0.0,0.0,2025-09-01,0,0.0,0.05022919,0.05022919,0.0,0.05022919,Despachar / reabastecer
CUSTOMER39,"INTERACTIVE E-BOARD,WA75D,75,UNITED STAT",INTERACTIVE E-BOARD,0.05022919,0.0,0.0,2025-09-01,0,0.0,0.05022919,0.05022919,0.0,0.05022919,Despachar / reabastecer
CUSTOMER70,"PMA,5.2,KW,SETIN,HP,R410A",PMA,0.050206218,0.0,0.0,2025-09-01,0,0.0,0.050206218,0.050206218,0.0,0.050206218,Despachar / reabastecer
CUSTOMER25,"MOBILE,SM-A356E/DS,YELLOW,LTC",MOBILE,0.050204303,0.0,0.0,2025-09-01,0,0.0,0.050204303,0.050204303,0.0,0.050204303,Despachar / reabastecer
CUSTOMER66,"MOBILE,SM-A045M/DS,GREEN,LTC",MOBILE,0.0502026,0.0,0.0,2025-09-01,0,0.0,0.0502026,0.0502026,0.0,0.0502026,Despachar / reabastecer
CUSTOMER27,"MON,U28R550UQN,28,UNITED STATES,LF90/S28",MON,0.050191976,0.0,0.0,2025-09-01,0,0.0,0.050191976,0.050191976,0.0,0.050191976,Despachar / reabastecer
CUSTOMER39,"MOBILE,SM-A346M/DSN,LIGHT GREEN ,LTC",MOBILE,0.05018899,0.0,0.0,2025-09-01,0,0.0,0.05018899,0.05018899,0.0,0.05018899,Despachar / reabastecer
CUSTOMER43,"LED MON,S24F350FHL,24,COLOMBIA,LR60/S24",LED MON,0.050187096,0.0,0.0,2025-09-01,0,0.0,0.050187096,0.050187096,0.0,0.050187096,Despachar / reabastecer
CUSTOMER27,"RLF,437.0,120V 60HZ",RLF,0.05014632,0.0,0.0,2025-09-01,0,0.0,0.05014632,0.05014632,0.0,0.05014632,Despachar / reabastecer
CUSTOMER6,"MON,S32D700EAN,32,UNITED STATES,LM30/S32",MON,0.05010875,0.0,0.0,2025-09-01,0,0.0,0.05010875,0.05010875,0.0,0.05010875,Despachar / reabastecer
CUSTOMER20,"TABLET,SM-T225,GRAY,COO",TABLET,0.05009205,0.0,0.0,2025-09-01,0,0.0,0.05009205,0.05009205,0.0,0.05009205,Despachar / reabastecer
CUSTOMER35,"MOBILE,SM-A057M,LIGHT VIOLET,LTC",MOBILE,0.05007283,0.0,0.0,2025-09-01,0,0.0,0.05007283,0.05007283,0.0,0.05007283,Despachar / reabastecer
CUSTOMER8,"LED TV,UN65TU7000K,65,COLOMBIA,UWL00/U65",LED TV,0.050072294,0.0,0.0,2025-09-01,0,0.0,0.050072294,0.050072294,0.0,0.050072294,Despachar / reabastecer
CUSTOMER8,"LED TV,UN70AU7000K,70,COLOMBIA,UWS11/U70",LED TV,0.050072294,0.0,0.0,2025-09-01,0,0.0,0.050072294,0.050072294,0.0,0.050072294,Despachar / reabastecer
CUSTOMER44,"OWM,SELACOL,CO,21",OWM,0.05005721,0.0,0.0,2025-09-01,0,0.0,0.05005721,0.05005721,0.0,0.05005721,Despachar / reabastecer
CUSTOMER7,"LED TV,UN55TU8000K,55,COLOMBIA,UWK00/U55",LED TV,0.05004938,0.0,0.0,2025-09-01,0,0.0,0.05004938,0.05004938,0.0,0.05004938,Despachar / reabastecer
CUSTOMER7,"LED TV,UN55TU8500K,55,COLOMBIA,UWK00/U55",LED TV,0.05004938,0.0,0.0,2025-09-01,0,0.0,0.05004938,0.05004938,0.0,0.05004938,Despachar / reabastecer
CUSTOMER7,"LED TV,UN55TU6900K,55,COLOMBIA,UWL05/U55",LED TV,0.05004938,0.0,0.0,2025-09-01,0,0.0,0.05004938,0.05004938,0.0,0.05004938,Despachar / reabastecer
CUSTOMER7,"LED TV,UN55RU7300K,55,COLOMBIA,UWE90/U55",LED TV,0.05004938,0.0,0.0,2025-09-01,0,0.0,0.05004938,0.05004938,0.0,0.05004938,Despachar / reabastecer
CUSTOMER7,"LED TV,UN55RU7100K,55,COLOMBIA,UWE90/U55",LED TV,0.05004938,0.0,0.0,2025-09-01,0,0.0,0.05004938,0.05004938,0.0,0.05004938,Despachar / reabastecer
CUSTOMER56,"INTERACTIVE E-BOARD,WA75C,75,UNITED STAT",INTERACTIVE E-BOARD,0.050046094,0.0,0.0,2025-09-01,0,0.0,0.050046094,0.050046094,0.0,0.050046094,Despachar / reabastecer
CUSTOMER7,"SIGNAGE_TOUCH,QM43B-T,43,UNITED STATES,F",SIGNAGE_TOUCH,0.05001413,0.0,0.0,2025-09-01,0,0.0,0.05001413,0.05001413,0.0,0.05001413,Despachar / reabastecer
CUSTOMER24,"MOBILE,SM-S908E/DS,DARK RED,LTC",MOBILE,0.050003536,0.0,0.0,2025-09-01,0,0.0,0.050003536,0.050003536,0.0,0.050003536,Despachar / reabastecer
CUSTOMER56,"LED MODULE,IE025A,0,UNITED STATES,FM10/H",LED MODULE,0.05000298,0.0,0.0,2025-09-01,0,0.0,0.05000298,0.05000298,0.0,0.05000298,Despachar / reabastecer
CUSTOMER25,"MOBILE,SM-A057M/DS,SILVER,LTC",MOBILE,0.050001554,0.0,0.0,2025-09-01,0,0.0,0.050001554,0.050001554,0.0,0.050001554,Despachar / reabastecer
CUSTOMER5,"LED TV,UN65NU7100K,65,COLOMBIA,UWX80/U65",LED TV,0.049973086,0.0,0.0,2025-09-01,0,0.0,0.049973086,0.049973086,0.0,0.049973086,Despachar / reabastecer
CUSTOMER48,"OWM,SELACOL,CO,17",OWM,0.04993968,0.0,0.0,2025-09-01,0,0.0,0.04993968,0.04993968,0.0,0.04993968,Despachar / reabastecer
CUSTOMER5,"RLF,471.0,220-240V 50HZ",RLF,0.0499342,0.0,0.0,2025-09-01,0,0.0,0.0499342,0.0499342,0.0,0.0499342,Despachar / reabastecer
CUSTOMER71,"MOBILE,SM-A145M/DS,SILVER,LTC",MOBILE,0.04992162,0.0,0.0,2025-09-01,0,0.0,0.04992162,0.04992162,0.0,0.04992162,Despachar / reabastecer
CUSTOMER94,"OWM,SELACOL,CO,15",OWM,0.049915407,0.0,0.0,2025-09-01,0,0.0,0.049915407,0.049915407,0.0,0.049915407,Despachar / reabastecer
CUSTOMER20,"TABLET,SM-T636B,BLACK,COO",TABLET,0.0499066,0.0,0.0,2025-09-01,0,0.0,0.0499066,0.0499066,0.0,0.0499066,Despachar / reabastecer
CUSTOMER6,"RTF,312.0,120V 60HZ",RTF,0.049901605,0.0,0.0,2025-09-01,0,0.0,0.049901605,0.049901605,0.0,0.049901605,Despachar / reabastecer
CUSTOMER38,"AV RECEIVER,HW-J250,MEXICO",AV RECEIVER,0.049879715,0.0,0.0,2025-09-01,0,0.0,0.049879715,0.049879715,0.0,0.049879715,Despachar / reabastecer
CUSTOMER70,"AV RECEIVER,HW-Q930C,COLOMBIA",AV RECEIVER,0.049864113,0.0,0.0,2025-09-01,0,0.0,0.049864113,0.049864113,0.0,0.049864113,Despachar / reabastecer
CUSTOMER43,"FWM,SELACOL,CO,11",FWM,0.04983264,0.0,0.0,2025-09-01,0,0.0,0.04983264,0.04983264,0.0,0.04983264,Despachar / reabastecer
CUSTOMER35,"MON,S27C900PAN,27,UNITED STATES,LW30/S27",MON,0.04981842,0.0,0.0,2025-09-01,0,0.0,0.04981842,0.04981842,0.0,0.04981842,Despachar / reabastecer
CUSTOMER88,"TABLET,SM-T500,SILVER,COO",TABLET,0.049817752,0.0,0.0,2025-09-01,0,0.0,0.049817752,0.049817752,0.0,0.049817752,Despachar / reabastecer
CUSTOMER20,"MOBILE,SM-A325M,LIGHT VIOLET,COM",MOBILE,0.049800776,0.0,0.0,2025-09-01,0,0.0,0.049800776,0.049800776,0.0,0.049800776,Despachar / reabastecer
CUSTOMER20,"MOBILE,SM-A326B,BLACK,COM",MOBILE,0.049800776,0.0,0.0,2025-09-01,0,0.0,0.049800776,0.049800776,0.0,0.049800776,Despachar / reabastecer
CUSTOMER20,"MOBILE,SM-A310M,GOLD,COM",MOBILE,0.049800776,0.0,0.0,2025-09-01,0,0.0,0.049800776,0.049800776,0.0,0.049800776,Despachar / reabastecer
CUSTOMER20,"MOBILE,SM-A310M,BLACK,COM",MOBILE,0.049800776,0.0,0.0,2025-09-01,0,0.0,0.049800776,0.049800776,0.0,0.049800776,Despachar / reabastecer
CUSTOMER73,"TABLET,SM-T220,SILVER,COO",TABLET,0.049799368,0.0,0.0,2025-09-01,0,0.0,0.049799368,0.049799368,0.0,0.049799368,Despachar / reabastecer
CUSTOMER73,"TABLET,SM-T225,SILVER,COO",TABLET,0.049799368,0.0,0.0,2025-09-01,0,0.0,0.049799368,0.049799368,0.0,0.049799368,Despachar / reabastecer
CUSTOMER73,"TABLET,SM-T220,GRAY,COO",TABLET,0.049799368,0.0,0.0,2025-09-01,0,0.0,0.049799368,0.049799368,0.0,0.049799368,Despachar / reabastecer
CUSTOMER20,"MOBILE,SM-M127F/DS,BLACK,COO",MOBILE,0.04979796,0.0,0.0,2025-09-01,0,0.0,0.04979796,0.04979796,0.0,0.04979796,Despachar / reabastecer
CUSTOMER39,"RSS,26.5,120V 60HZ",RSS,0.04979583,0.0,0.0,2025-09-01,0,0.0,0.04979583,0.04979583,0.0,0.04979583,Despachar / reabastecer
CUSTOMER54,"RTF,332.0,120V 60HZ",RTF,0.049794354,0.0,0.0,2025-09-01,0,0.0,0.049794354,0.049794354,0.0,0.049794354,Despachar / reabastecer
CUSTOMER27,"LCD MON,S27A700NWL,27,COLOMBIA,LE11/S27A",LCD MON,0.049785238,0.0,0.0,2025-09-01,0,0.0,0.049785238,0.049785238,0.0,0.049785238,Despachar / reabastecer
CUSTOMER79,"FWM,SELACOL,CO,20",FWM,0.049742483,0.0,0.0,2025-09-01,0,0.0,0.049742483,0.049742483,0.0,0.049742483,Despachar / reabastecer
CUSTOMER47,"LED TV,UN43DU7000K,43,COLOMBIA,UWS41/U43",LED TV,0.049726818,0.0,0.0,2025-09-01,0,0.0,0.049726818,0.049726818,0.0,0.049726818,Despachar / reabastecer
CUSTOMER35,"MWO(COMMON),1.1,120V 60HZ,CLEAN WHITE,TO",MWO(COMMON),0.049723823,0.0,0.0,2025-09-01,0,0.0,0.049723823,0.049723823,0.0,0.049723823,Despachar / reabastecer
CUSTOMER8,"FCD,SELACOL,CO,21",FCD,0.049722273,0.0,0.0,2025-09-01,0,0.0,0.049722273,0.049722273,0.0,0.049722273,Despachar / reabastecer
CUSTOMER57,"LED TV,UN43AU7000K,43,COLOMBIA,UWS10/U43",LED TV,0.04969761,0.0,0.0,2025-09-01,0,0.0,0.04969761,0.04969761,0.0,0.04969761,Despachar / reabastecer
CUSTOMER35,"LFD,QB24R-B,23.8,UNITED STATES,FT03/H24T",LFD,0.049662013,0.0,0.0,2025-09-01,0,0.0,0.049662013,0.049662013,0.0,0.049662013,Despachar / reabastecer
CUSTOMER70,"MOBILE,SM-A037M/DS,BLUE,LTC",MOBILE,0.049646232,0.0,0.0,2025-09-01,0,0.0,0.049646232,0.049646232,0.0,0.049646232,Despachar / reabastecer
CUSTOMER88,"LED TV,UN75DU7000K,75,COLOMBIA,UWS41/U75",LED TV,0.0496453,0.0,0.0,2025-09-01,0,0.0,0.0496453,0.0496453,0.0,0.0496453,Despachar / reabastecer
CUSTOMER35,"MOBILE,SM-M346B/DS,SILVER,COO",MOBILE,0.04963234,0.0,0.0,2025-09-01,0,0.0,0.04963234,0.04963234,0.0,0.04963234,Despachar / reabastecer
CUSTOMER35,"MOBILE,SM-S916B/DS,BEIGE,LTC",MOBILE,0.049616754,0.0,0.0,2025-09-01,0,0.0,0.049616754,0.049616754,0.0,0.049616754,Despachar / reabastecer
CUSTOMER43,"MOBILE,SM-A045M/DS,GREEN,LTC",MOBILE,0.049595464,0.0,0.0,2025-09-01,0,0.0,0.049595464,0.049595464,0.0,0.049595464,Despachar / reabastecer
CUSTOMER57,"LED TV(H),HG65BU800NF,65,UNITED STATES,H",LED TV(H),0.049586114,0.0,0.0,2025-09-01,0,0.0,0.049586114,0.049586114,0.0,0.049586114,Despachar / reabastecer
CUSTOMER25,"MOBILE,SM-A346M/DSN,BLACK,LTC",MOBILE,0.049572103,0.0,0.0,2025-09-01,0,0.0,0.049572103,0.049572103,0.0,0.049572103,Despachar / reabastecer
CUSTOMER74,"OWM,SELACOL,CO,23",OWM,0.049504865,0.0,0.0,2025-09-01,0,0.0,0.049504865,0.049504865,0.0,0.049504865,Despachar / reabastecer
CUSTOMER5,"LED TV,UN82AU7000K,82,COLOMBIA,UWS11/U82",LED TV,0.049456354,0.0,0.0,2025-09-01,0,0.0,0.049456354,0.049456354,0.0,0.049456354,Despachar / reabastecer
CUSTOMER57,"LED TV,UN65DU8200K,65,COLOMBIA,UWK40/U65",LED TV,0.04943825,0.0,0.0,2025-09-01,0,0.0,0.04943825,0.04943825,0.0,0.04943825,Despachar / reabastecer
CUSTOMER56,"LED TV,UN50DU7000K,50,COLOMBIA,UWS41/U50",LED TV,0.04940223,0.0,0.0,2025-09-01,0,0.0,0.04940223,0.04940223,0.0,0.04940223,Despachar / reabastecer
CUSTOMER56,"LCD MON,S27AG320NL,27,COLOMBIA,LR10/S27A",LCD MON,0.049388617,0.0,0.0,2025-09-01,0,0.0,0.049388617,0.049388617,0.0,0.049388617,Despachar / reabastecer
CUSTOMER57,"LED TV,UN50AU7000K,50,COLOMBIA,UWS10/U50",LED TV,0.049383458,0.0,0.0,2025-09-01,0,0.0,0.049383458,0.049383458,0.0,0.049383458,Despachar / reabastecer
CUSTOMER2,"RTF,264.0,120V 60HZ",RTF,0.04933068,0.0,0.0,2025-09-01,0,0.0,0.04933068,0.04933068,0.0,0.04933068,Despachar / reabastecer
CUSTOMER87,"TABLET,SM-P610,BLUE,COO",TABLET,0.049320325,0.0,0.0,2025-09-01,0,0.0,0.049320325,0.049320325,0.0,0.049320325,Despachar / reabastecer
CUSTOMER56,"MOBILE,SM-A032M/DS,LIGHT GREEN ,LTC",MOBILE,0.049314722,0.0,0.0,2025-09-01,0,0.0,0.049314722,0.049314722,0.0,0.049314722,Despachar / reabastecer
CUSTOMER42,"VCR,SEA,120V/60HZ,40,BAG FREE",VCR,0.049301196,0.0,0.0,2025-09-01,0,0.0,0.049301196,0.049301196,0.0,0.049301196,Despachar / reabastecer
CUSTOMER57,"MOBILE,SM-S908E/DS,BLACK,LTC",MOBILE,0.049287092,0.0,0.0,2025-09-01,0,0.0,0.049287092,0.049287092,0.0,0.049287092,Despachar / reabastecer
CUSTOMER70,"LED TV,UN70CU8000K,70,COLOMBIA,UWY30/U70",LED TV,0.049281344,0.0,0.0,2025-09-01,0,0.0,0.049281344,0.049281344,0.0,0.049281344,Despachar / reabastecer
CUSTOMER57,"LED TV(H),HG43BU800NF,43,UNITED STATES,H",LED TV(H),0.04928057,0.0,0.0,2025-09-01,0,0.0,0.04928057,0.04928057,0.0,0.04928057,Despachar / reabastecer
CUSTOMER57,"LED TV(H),HG50BU800NF,50,UNITED STATES,H",LED TV(H),0.04928057,0.0,0.0,2025-09-01,0,0.0,0.04928057,0.04928057,0.0,0.04928057,Despachar / reabastecer
CUSTOMER57,"MON,S34C654UAN,34,UNITED STATES,LR21/S34",MON,0.049264554,0.0,0.0,2025-09-01,0,0.0,0.049264554,0.049264554,0.0,0.049264554,Despachar / reabastecer
CUSTOMER57,"MOBILE,SM-A346M/DSN,BLACK,LTC",MOBILE,0.049251743,0.0,0.0,2025-09-01,0,0.0,0.049251743,0.049251743,0.0,0.049251743,Despachar / reabastecer
CUSTOMER6,"LED TV,UN65AU8000K,65,COLOMBIA,UWK10/U65",LED TV,0.04914623,0.0,0.0,2025-09-01,0,0.0,0.04914623,0.04914623,0.0,0.04914623,Despachar / reabastecer
CUSTOMER6,"LED TV,UN65AU8200K,65,COLOMBIA,UWK10/U65",LED TV,0.04914623,0.0,0.0,2025-09-01,0,0.0,0.04914623,0.04914623,0.0,0.04914623,Despachar / reabastecer
CUSTOMER62,"OWM,SELACOL,CO,22",OWM,0.049137898,0.0,0.0,2025-09-01,0,0.0,0.049137898,0.049137898,0.0,0.049137898,Despachar / reabastecer
CUSTOMER7,"LED TV,UN40J5200AK,40,COLOMBIA,UAE50/U4",LED TV,0.049136333,0.0,0.0,2025-09-01,0,0.0,0.049136333,0.049136333,0.0,0.049136333,Despachar / reabastecer
CUSTOMER9,"OWM,SELACOL,CO,23",OWM,0.049096875,0.0,0.0,2025-09-01,0,0.0,0.049096875,0.049096875,0.0,0.049096875,Despachar / reabastecer
